"","model","cutpoint","sens","sens.lcl","sens.ucl","spec","spec.lcl","spec.ucl","auc","auc.lcl","auc.ucl","FN","FP","TP","TN","mcc","Gene","Scenario"
"184","NewVoteModel-Training",3,0.818181818181818,0.656117683653301,0.913892317910593,0.714285714285714,0.599498034182797,0.806777796212802,0.896103896103896,0.828940766950114,0.963267025257679,6,20,27,50,0.49883415179152,"BRCA2",1
"221","Phastcons20wayMammalianRankscore",0.47504,0.7625,0.658592210661594,0.842353271332254,0.743589743589744,0.669790832378018,0.80568030358837,0.817508012820513,0.764977985447659,0.870038040193366,19,40,61,116,0.484180458688629,"BRCA1",2
"121","MetalrRankscore",0.89743,0.75,0.64515325380766,0.831937681424576,0.75,0.676595376238703,0.811388158042589,0.828485576923077,0.773042381744124,0.88392877210203,20,39,60,117,0.479622353837241,"BRCA1",2
"131","MetalrScore",0.7019,0.75,0.64515325380766,0.831937681424576,0.75,0.676595376238703,0.811388158042589,0.828485576923077,0.773042381744124,0.88392877210203,20,39,60,117,0.479622353837241,"BRCA1",2
"303","SiftConvertedRankscore",0.91219,0.847826086956522,0.760634871024482,0.907134597298564,0.62280701754386,0.531202185855044,0.706405191719978,0.760059115179253,0.704779627534548,0.815338602823957,14,43,78,71,0.47525496611923,"BRCA2",2
"373","SiftScore",0,0.847826086956522,0.760634871024482,0.907134597298564,0.62280701754386,0.531202185855044,0.706405191719978,0.760059115179253,0.704779627534548,0.815338602823957,14,43,78,71,0.47525496611923,"BRCA2",2
"125","MetalrRankscore",0.90291,0.76271186440678,0.640251092935972,0.853053814075376,0.76271186440678,0.694877010328928,0.819385596301614,0.861438284018002,0.813062188354976,0.909814379681029,14,42,45,135,0.471595400431279,"BRCA1",1
"135","MetalrScore",0.7169,0.76271186440678,0.640251092935972,0.853053814075376,0.76271186440678,0.694877010328928,0.819385596301614,0.861438284018002,0.813062188354976,0.909814379681029,14,42,45,135,0.471595400431279,"BRCA1",1
"321","Siphy29wayLogoddsRankscore",0.48478,0.7375,0.631810403355718,0.821425985114906,0.75,0.676595376238703,0.811388158042589,0.800440705128205,0.744358789935965,0.856522620320445,21,39,59,117,0.468305579029855,"BRCA1",2
"165","MutationassessorRankscore",0.54432,0.76271186440678,0.640251092935972,0.853053814075376,0.757062146892655,0.688858860582836,0.814344335152426,0.826390883845638,0.76580105199959,0.886980715691686,14,43,45,134,0.465430678646903,"BRCA1",1
"17","MutationassessorScore",1.7,0.76271186440678,0.640251092935972,0.853053814075376,0.757062146892655,0.688858860582836,0.814344335152426,0.826390883845638,0.76580105199959,0.886980715691686,14,43,45,134,0.465430678646903,"BRCA1",1
"182","MutationassessorRankscore",0.84368,0.732394366197183,0.619460113421453,0.821471965134922,0.748148148148148,0.668753760459893,0.813811033724002,0.850912884715702,0.793348457555132,0.908477311876271,19,34,52,101,0.463114124125569,"BRCA2",1
"192","MutationassessorScore",2.695,0.732394366197183,0.619460113421453,0.821471965134922,0.748148148148148,0.668753760459893,0.813811033724002,0.850912884715702,0.793348457555132,0.908477311876271,19,34,52,101,0.463114124125569,"BRCA2",1
"23","Phastcons7wayVertebrateRankscore",0.54028,0.76271186440678,0.640251092935972,0.853053814075376,0.751412429378531,0.682854980869421,0.80928880397056,0.812601742794216,0.757597001145832,0.867606484442601,14,44,45,133,0.459332414669423,"BRCA1",1
"161","MutationassessorRankscore",0.44691,0.7375,0.631810403355718,0.821425985114906,0.737179487179487,0.663004752648675,0.799953985002808,0.826963141025641,0.769840197888514,0.884086084162768,21,41,59,115,0.454713976199137,"BRCA1",2
"171","MutationassessorScore",1.39,0.7375,0.631810403355718,0.821425985114906,0.737179487179487,0.663004752648675,0.799953985002808,0.826963141025641,0.769840197888514,0.884086084162768,21,41,59,115,0.454713976199137,"BRCA1",2
"51","CAROL_score",1,0.6,0.490454650051604,0.700381724041291,0.83974358974359,0.77412524778901,0.889031862900951,0.801041666666667,0.747403701974808,0.854679631358525,32,25,48,131,0.450351462837722,"BRCA1",2
"231","Phastcons7wayVertebrateRankscore",0.46971,0.7375,0.631810403355718,0.821425985114906,0.730769230769231,0.656236711583926,0.794209627752652,0.82832532051282,0.777658626091794,0.878992014933847,21,42,59,114,0.447997245183082,"BRCA1",2
"55","CAROL_score",1,0.661016949152542,0.533724705669284,0.768623463144123,0.807909604519774,0.743581553444609,0.859156340348177,0.812122953174375,0.761761655722049,0.862484250626702,20,34,39,143,0.439301041355457,"BRCA1",1
"62","Condel_score",0.859,0.746031746031746,0.626588125633935,0.837195887266788,0.710526315789474,0.621493387620168,0.785833545365583,0.802283486494013,0.735964875818157,0.868602097169869,16,33,47,81,0.439225813267137,"BRCA2",1
"282","Polyphen2HdivRankscore",0.89865,0.971830985915493,0.902984998833505,0.992240736417316,0.444444444444444,0.363313809524509,0.528649296255215,0.707407407407407,0.660668879444586,0.754145935370229,2,75,69,60,0.431320148719919,"BRCA2",1
"292","Polyphen2HdivScore",1,0.971830985915493,0.902984998833505,0.992240736417316,0.444444444444444,0.363313809524509,0.528649296255215,0.707407407407407,0.660668879444586,0.754145935370229,2,75,69,60,0.431320148719919,"BRCA2",1
"71","DannRankscore",0.67191,0.725,0.618559413589855,0.810822428119158,0.724358974358974,0.649486310527326,0.788447630494347,0.786939102564103,0.729533658460367,0.844344546667839,22,43,58,113,0.429905638430309,"BRCA1",2
"81","DannScore",0.994910159,0.725,0.618559413589855,0.810822428119158,0.724358974358974,0.649486310527326,0.788447630494347,0.786778846153846,0.729356443712834,0.844201248594858,22,43,58,113,0.429905638430309,"BRCA1",2
"153","MutationassessorRankscore",0.83541,0.739130434782609,0.64111372034684,0.817977789125254,0.692982456140351,0.603174042855929,0.770208979047676,0.795861937452326,0.734500488105861,0.857223386798792,24,35,68,79,0.429641611775479,"BRCA2",2
"163","MutationassessorScore",2.65,0.739130434782609,0.64111372034684,0.817977789125254,0.692982456140351,0.603174042855929,0.770208979047676,0.795861937452326,0.734500488105861,0.857223386798792,24,35,68,79,0.429641611775479,"BRCA2",2
"314","CAROL_score",1,0.886075949367089,0.797452072890178,0.938894206718818,0.520408163265306,0.422608063008167,0.616668672088907,0.717773185223456,0.658942148009885,0.776604222437027,9,47,70,51,0.426875867258386,"BRCA2",2
"18","MutationtasterConvertedRankscore",0.81033,0.983050847457627,0.910042740358577,0.997001766081644,0.491525423728814,0.418842277120167,0.564568606536912,0.740974815665996,0.702332697479193,0.7796169338528,0.999999999999997,90,58,87,0.424958445721085,"BRCA1",1
"92","FathmmConvertedRankscore",0.8581,0.71830985915493,0.604579829311935,0.809629092968296,0.718518518518519,0.637423325205041,0.787521792061374,0.820813771517997,0.761453783816141,0.880173759219852,20,38,51,97,0.419101261520322,"BRCA2",1
"372","FathmmScore",-2.05,0.71830985915493,0.604579829311935,0.809629092968296,0.718518518518519,0.637423325205041,0.787521792061374,0.820813771517997,0.761453783816141,0.880173759219852,20,38,51,97,0.419101261520322,"BRCA2",1
"32","Siphy29wayLogoddsRankscore",0.49967,0.745762711864407,0.622038559710727,0.839440224267631,0.72316384180791,0.653039092725206,0.783807637638372,0.79129560471129,0.734167293679222,0.848423915743358,15,49,44,128,0.415535346610282,"BRCA1",1
"217","CaddPhred",25.2,0.728813559322034,0.604022370324548,0.825630290620819,0.734463276836158,0.664925864739321,0.794039687414819,0.83189696447381,0.777761439073524,0.886032489874097,16,47,43,130,0.413005221563925,"BRCA1",1
"317","CaddRaw",4.973259,0.728813559322034,0.604022370324548,0.825630290620819,0.728813559322034,0.658976054889622,0.788930086369237,0.832998180599445,0.778927692670772,0.887068668528117,16,48,43,129,0.407117428056524,"BRCA1",1
"45","CaddRawRankscore",0.66888,0.728813559322034,0.604022370324548,0.825630290620819,0.728813559322034,0.658976054889622,0.788930086369237,0.832998180599445,0.778927692670772,0.887068668528117,16,48,43,129,0.407117428056524,"BRCA1",1
"22","Phastcons20wayMammalianRankscore",0.51549,0.728813559322034,0.604022370324548,0.825630290620819,0.728813559322034,0.658976054889622,0.788930086369237,0.827779373743177,0.774236731073665,0.88132201641269,16,48,43,129,0.407117428056524,"BRCA1",1
"173","MutationtasterConvertedRankscore",0.58814,0.739130434782609,0.64111372034684,0.817977789125254,0.666666666666667,0.575947956587554,0.746519198692832,0.765160183066362,0.703280833914127,0.827039532218597,24,38,68,76,0.403647574632161,"BRCA2",2
"332","SiftConvertedRankscore",0.91219,0.859154929577465,0.759782507165242,0.921657977876428,0.555555555555556,0.471350703744785,0.63668619047549,0.727699530516432,0.67351830350389,0.781880757528974,10,60,61,75,0.400349164377751,"BRCA2",1
"402","SiftScore",0,0.859154929577465,0.759782507165242,0.921657977876428,0.555555555555556,0.471350703744785,0.63668619047549,0.727699530516432,0.67351830350389,0.781880757528974,10,60,61,75,0.400349164377751,"BRCA2",1
"202","MutationtasterConvertedRankscore",0.58814,0.788732394366197,0.680250217837942,0.867574485823009,0.62962962962963,0.545638293751319,0.706447792762657,0.751017214397496,0.688287925199781,0.813746503595211,15,50,56,85,0.397828031993638,"BRCA2",1
"52","CAROL_score",1,0.904761904761905,0.807382989371631,0.955616515723108,0.473684210526316,0.384387786175786,0.564696347200995,0.699665831244779,0.643698328047534,0.755633334442023,6,60,57,54,0.382787895370742,"BRCA2",1
"353","LrtScore",0,0.728260869565217,0.629581470079452,0.808642243507547,0.649122807017544,0.557957791836177,0.730565452362063,0.72134820747521,0.65890807944021,0.78378833551021,25,40,67,74,0.375508666234629,"BRCA2",2
"382","LrtScore",0,0.774647887323944,0.664848244020012,0.856253303364795,0.614814814814815,0.530629802206445,0.69264644584879,0.718727177882107,0.657252652493899,0.780201703270316,16,52,55,83,0.370469488033323,"BRCA2",1
"114","a_gvgd_prior",0.81,0.597826086956522,0.495659750892042,0.692150412073815,0.754385964912281,0.667934047346671,0.824252663344445,0.750858123569794,0.688062807857625,0.813653439281964,37,28,55,86,0.35699238300624,"BRCA2",2
"40","ProveanScore",-0.9,0.694915254237288,0.568536734680548,0.797463680198839,0.700564971751412,0.629415138415384,0.763193948367073,0.7701809824763,0.707531166976273,0.832830797976327,18,53,41,124,0.349807658667062,"BRCA1",1
"83","FathmmConvertedRankscore",0.84569,0.673913043478261,0.572832611457591,0.761052122703932,0.675438596491228,0.584990573178246,0.754448537643213,0.771024027459954,0.705869450683846,0.836178604236062,30,37,62,77,0.347615905276322,"BRCA2",2
"343","FathmmScore",-1.89,0.673913043478261,0.572832611457591,0.761052122703932,0.675438596491228,0.584990573178246,0.754448537643213,0.771024027459954,0.705869450683846,0.836178604236062,30,37,62,77,0.347615905276322,"BRCA2",2
"65","Condel_score",0.704,0.694915254237288,0.568536734680548,0.797463680198839,0.694915254237288,0.623539083359662,0.758010592527514,0.802978071435411,0.738588834514303,0.86736730835652,18,54,41,123,0.344204944289027,"BRCA1",1
"401","ProveanScore",-0.83,0.675,0.566405273106147,0.767558381556418,0.673076923076923,0.59607773634107,0.741757018161364,0.756690705128205,0.696091579266337,0.817289830990073,26,51,54,105,0.33155243860563,"BRCA1",2
"132","LrtConvertedRankscore",0.84324,0.774647887323944,0.664848244020012,0.856253303364795,0.57037037037037,0.486059737022235,0.65078699565678,0.695826812728221,0.634209933972758,0.757443691483684,16,58,55,77,0.329501533611465,"BRCA2",1
"93","LrtConvertedRankscore",0.84324,0.728260869565217,0.629581470079452,0.808642243507547,0.596491228070175,0.504711580215626,0.681979930736176,0.697845156369184,0.634894222134945,0.760796090603423,25,46,67,68,0.3244274613981,"BRCA2",2
"293","ProveanConvertedRankscore",0.4197,0.673913043478261,0.572832611457591,0.761052122703932,0.649122807017544,0.557957791836177,0.730565452362063,0.731311975591152,0.663739203536974,0.798884747645329,30,40,62,74,0.321203527998875,"BRCA2",2
"363","ProveanScore",-1.78,0.673913043478261,0.572832611457591,0.761052122703932,0.649122807017544,0.557957791836177,0.730565452362063,0.731311975591152,0.663739203536974,0.798884747645329,30,40,62,74,0.321203527998875,"BRCA2",2
"112","a_gvgd_prior",0.81,0.619718309859155,0.503418562866578,0.723728265480646,0.711111111111111,0.629652621714878,0.780887576322167,0.722743870631195,0.65739193476356,0.788095806498829,27,39,44,96,0.32055944795391,"BRCA2",1
"61","Condel_score",0.675,0.6625,0.55356523398177,0.756543873919184,0.666666666666667,0.589471729610774,0.735850626576754,0.782091346153846,0.720958348821165,0.843224343486528,27,52,53,104,0.31353992122282,"BRCA1",2
"75","DannRankscore",0.69278,0.677966101694915,0.551050044265254,0.783124247581144,0.677966101694915,0.605979814911597,0.742391628289737,0.75442880398353,0.691521312387309,0.817336295579751,19,57,40,120,0.313246808451843,"BRCA1",1
"85","DannScore",0.995254695,0.677966101694915,0.551050044265254,0.783124247581144,0.677966101694915,0.605979814911597,0.742391628289737,0.754189409173609,0.691252128630815,0.817126689716403,19,57,40,120,0.313246808451843,"BRCA1",1
"183","MutationtasterScore",0.999999,0.652173913043478,0.550526737225395,0.741622405165937,0.649122807017544,0.557957791836177,0.730565452362063,0.680205949656751,0.610567088762969,0.749844810550532,32,40,60,74,0.299700736803954,"BRCA2",2
"322","ProveanConvertedRankscore",0.42352,0.661971830985915,0.546166181427555,0.761150115748101,0.651851851851852,0.568299019288954,0.727001824913131,0.709337506520605,0.637966464259188,0.780708548782022,24,47,47,88,0.29943932504302,"BRCA2",1
"392","ProveanScore",-1.8,0.661971830985915,0.546166181427555,0.761150115748101,0.651851851851852,0.568299019288954,0.727001824913131,0.709337506520605,0.637966464259188,0.780708548782022,24,47,47,88,0.29943932504302,"BRCA2",1
"213","MutationtasterScore",0.999999,0.690140845070423,0.575159874290582,0.785602735437361,0.622222222222222,0.538124339292877,0.699556827991729,0.685758998435055,0.616926844610853,0.754591152259256,22,51,49,84,0.297031702690511,"BRCA2",1
"223","Phastcons7wayVertebrateRankscore",0.59096,0.652173913043478,0.550526737225395,0.741622405165937,0.640350877192982,0.549009128035757,0.72254216062141,0.666714340198322,0.593294260265671,0.740134420130973,32,41,60,73,0.290906670339868,"BRCA2",2
"315","Siphy29wayLogoddsRankscore",0.75958,0.619565217391304,0.517457325334407,0.71208842940164,0.640350877192982,0.549009128035757,0.72254216062141,0.674151411136537,0.601081720552517,0.747221101720557,35,41,57,73,0.258734651674295,"BRCA2",2
"212","CaddPhred",29.4,0.633802816901408,0.517572197963112,0.736297786660255,0.637037037037037,0.553171892188364,0.713319113554981,0.681168492436098,0.609126859607069,0.753210125265128,26,49,45,86,0.25842569408633,"BRCA2",1
"312","CaddRaw",6.353404,0.633802816901408,0.517572197963112,0.736297786660255,0.637037037037037,0.553171892188364,0.713319113554981,0.682211789254043,0.610010828393733,0.754412750114352,26,49,45,86,0.25842569408633,"BRCA2",1
"42","CaddRawRankscore",0.87738,0.633802816901408,0.517572197963112,0.736297786660255,0.637037037037037,0.553171892188364,0.713319113554981,0.682211789254043,0.610010828393733,0.754412750114352,26,49,45,86,0.25842569408633,"BRCA2",1
"113","GerpRs",5.28,0.605633802816901,0.489357684994008,0.711065987077071,0.659259259259259,0.575893096104077,0.733812667327378,0.687793427230047,0.613087054064417,0.762499800395677,28,46,43,89,0.254143325292596,"BRCA2",1
"122","GerpRsRankscore",0.7396,0.605633802816901,0.489357684994008,0.711065987077071,0.659259259259259,0.575893096104077,0.733812667327378,0.687793427230047,0.613087054064417,0.762499800395677,28,46,43,89,0.254143325292596,"BRCA2",1
"214","CaddPhred",28.9,0.630434782608696,0.528429890744539,0.721983659876603,0.62280701754386,0.531202185855044,0.706405191719978,0.687690694126621,0.616462406531182,0.75891898172206,34,43,58,71,0.251840976669716,"BRCA2",2
"73","GerpRs",5.19,0.641304347826087,0.539452718241894,0.731828628264344,0.605263157894737,0.513512960495286,0.690150505997589,0.691313882532418,0.61911188809871,0.763515876966126,33,45,59,69,0.245168926624879,"BRCA2",2
"103","GerpRsRankscore",0.71253,0.641304347826087,0.539452718241894,0.731828628264344,0.605263157894737,0.513512960495286,0.690150505997589,0.691313882532418,0.61911188809871,0.763515876966126,33,45,59,69,0.245168926624879,"BRCA2",2
"233","Phylop20wayMammalianRankscore",0.61215,0.630434782608696,0.528429890744539,0.721983659876603,0.614035087719298,0.522343049602893,0.698292372431055,0.659420289855073,0.585342740983431,0.733497838726714,34,44,58,70,0.243083189430081,"BRCA2",2
"342","Siphy29wayLogoddsRankscore",0.78786,0.619718309859155,0.503418562866578,0.723728265480646,0.622222222222222,0.538124339292877,0.699556827991729,0.677673448095983,0.603602647448756,0.75174424874321,27,51,44,84,0.230664838661752,"BRCA2",1
"251","Phylop7wayVertebrateRankscore",0.60462,0.5375,0.429043575912688,0.642520064372148,0.692307692307692,0.615986593347711,0.759385356099437,0.723878205128205,0.660961985302375,0.786794424954035,37,48,43,108,0.223494663155853,"BRCA1",2
"252","Phastcons7wayVertebrateRankscore",0.61045,0.605633802816901,0.489357684994008,0.711065987077071,0.622222222222222,0.538124339292877,0.699556827991729,0.635680751173709,0.560312177703829,0.711049324643589,28,51,43,84,0.217412063129639,"BRCA2",1
"243","Phylop7wayVertebrateRankscore",0.76621,0.5,0.399898315092075,0.600101684907925,0.701754385964912,0.612316332247667,0.778038645197011,0.662471395881007,0.590420983999858,0.734521807762156,46,34,46,80,0.205797008724076,"BRCA2",2
"241","Phylop20wayMammalianRankscore",0.48811,0.6,0.490454650051604,0.700381724041291,0.608974358974359,0.530660663640057,0.682050107713327,0.682692307692308,0.613217549450571,0.752167065934045,32,61,48,95,0.198419881047513,"BRCA1",2
"63","GerpNr",5.49,0.608695652173913,0.506534191540921,0.702143767310031,0.587719298245614,0.495938603273619,0.67378095213711,0.54881769641495,0.468041513944289,0.629593878885611,36,47,56,67,0.195291641716127,"BRCA2",2
"91","GerpNr",5.21,0.625,0.51548725463143,0.723058212984688,0.576923076923077,0.498462094478013,0.651686685300846,0.693509615384615,0.626879684349874,0.760139546419357,30,66,50,90,0.191193723191423,"BRCA1",2
"25","Phylop7wayVertebrateRankscore",0.60462,0.542372881355932,0.416578366101035,0.662986941481441,0.666666666666667,0.594329444967389,0.731923176443385,0.712965622905295,0.646446696372332,0.779484549438259,27,59,32,118,0.18596722022335,"BRCA1",1
"262","Phylop20wayMammalianRankscore",0.63346,0.577464788732394,0.461507480220288,0.685469879298503,0.614814814814815,0.530629802206445,0.69264644584879,0.650547730829421,0.574108395496963,0.726987066161879,30,52,41,83,0.183632091456284,"BRCA2",1
"191","MutationtasterScore",1,1,0.954181870464473,1,0.0897435897435897,0.0542110144487718,0.144995493397312,0.544871794871795,0.522374213155456,0.567369376588133,0,142,80,14,0.179833346018007,"BRCA1",2
"95","GerpNr",5.22,0.576271186440678,0.449344828000343,0.693872725648113,0.621468926553672,0.54815133371734,0.68962600053119,0.681700660729675,0.609387336132684,0.754013985326667,25,67,34,110,0.173053284246105,"BRCA1",1
"53","DannRankscore",0.8433,0.58695652173913,0.484833350956137,0.682109016124624,0.578947368421053,0.487193755446025,0.665553844423632,0.619994279176201,0.543348796672349,0.696639761680054,38,48,54,66,0.164962850861288,"BRCA2",2
"272","Phylop7wayVertebrateRankscore",0.76621,0.492957746478873,0.380051505112129,0.606586916749799,0.666666666666667,0.5835079155099,0.740602767150925,0.643714136671883,0.569942433297421,0.717485840046346,36,45,35,90,0.155655727702946,"BRCA2",1
"102","GerpNr",5.49,0.605633802816901,0.489357684994008,0.711065987077071,0.555555555555556,0.471350703744785,0.63668619047549,0.536671883150756,0.451957495907281,0.621386270394232,28,60,43,75,0.153212853258974,"BRCA2",1
"19","MutationtasterScore",1,1,0.938870629473212,1,0.0790960451977401,0.0476982048648864,0.128375683436718,0.53954802259887,0.519611642041436,0.559484403156304,0,163,59,14,0.144986278733613,"BRCA1",1
"242","Phastcons20wayMammalianRankscore",0.60234,0.577464788732394,0.461507480220288,0.685469879298503,0.562962962962963,0.478696136250033,0.643745677199612,0.618831507563902,0.542979337022141,0.694683678105663,30,59,41,76,0.133535294529535,"BRCA2",1
"24","Phylop20wayMammalianRankscore",0.48811,0.576271186440678,0.449344828000343,0.693872725648113,0.576271186440678,0.502612234524227,0.646689812562059,0.685914009384277,0.612369573028422,0.759458445740131,25,75,34,102,0.132491503164351,"BRCA1",1
"215","Phastcons20wayMammalianRankscore",0.60234,0.554347826086957,0.452637059699502,0.651701919725974,0.570175438596491,0.478476792407437,0.657298851921146,0.626048817696415,0.550597554584642,0.701500080808187,41,49,51,65,0.123863658944925,"BRCA2",2
"72","DannRankscore",0.84886,0.549295774647887,0.434010658714745,0.659520388251759,0.555555555555556,0.471350703744785,0.63668619047549,0.597287428273344,0.515995915799157,0.678578940747531,32,60,39,75,0.0997379682489928,"BRCA2",1
"82","DannScore",0.997606607,0.549295774647887,0.434010658714745,0.659520388251759,0.555555555555556,0.471350703744785,0.63668619047549,0.597183098591549,0.515908352538028,0.678457844645071,32,60,39,75,0.0997379682489928,"BRCA2",1
"36","FathmmConvertedRankscore",0.88158,0.474576271186441,0.352658767150686,0.599602048299829,0.451977401129944,0.380453816341353,0.525541191048763,0.516997031504357,0.426512197464169,0.607481865544545,31,97,28,80,-0.0637186005814632,"BRCA1",1
"38","FathmmScore",-2.36,0.474576271186441,0.352658767150686,0.599602048299829,0.451977401129944,0.380453816341353,0.525541191048763,0.516997031504357,0.426512197464169,0.607481865544545,31,97,28,80,-0.0637186005814632,"BRCA1",1
"351","FathmmConvertedRankscore",0.88313,0.425,0.322565617896018,0.534307101534311,0.442307692307692,0.366686649394895,0.52070176577096,0.48369391025641,0.402792767936864,0.564595052575957,46,87,34,69,-0.125664160547177,"BRCA1",2
"381","FathmmScore",-2.38,0.425,0.322565617896018,0.534307101534311,0.442307692307692,0.366686649394895,0.52070176577096,0.48369391025641,0.402792767936864,0.564595052575957,46,87,34,69,-0.125664160547177,"BRCA1",2
"383","CaddRaw",NA,0.528429890744539,NA,NA,0.540090742163396,NA,NA,0.688119755911518,0.616753796882312,0.759485714940724,NA,NA,NA,NA,NA,"BRCA2",2
"393","CaddRawRankscore",NA,0.528429890744539,NA,NA,0.540090742163396,NA,NA,0.688119755911518,0.616753796882312,0.759485714940724,NA,NA,NA,NA,NA,"BRCA2",2
"403","DannScore",NA,0.484833350956137,NA,NA,0.495938603273619,NA,NA,0.620137299771167,0.543494748990747,0.696779850551587,NA,NA,NA,NA,NA,"BRCA2",2
